step,true_action,ShowAll_choice,ShowAll_cum_rew,ShowAll_cum_reg,MuteAll_choice,MuteAll_cum_rew,MuteAll_cum_reg,RuleBased_choice,RuleBased_cum_rew,RuleBased_cum_reg,LinUCB_Tab_choice,LinUCB_Tab_cum_rew,LinUCB_Tab_cum_reg,LinUCB_Sem_choice,LinUCB_Sem_cum_rew,LinUCB_Sem_cum_reg
1,MUTE,NOW,-1.0,2.0,MUTE,1.0,0.0,MUTE,1.0,0.0,NOW,-1.0,2.0,NOW,-1.0,2.0
2,BATCH,NOW,-1.5,3.5,MUTE,0.5,1.5,BATCH,2.0,0.0,NOW,-1.5,3.5,MUTE,-1.5,3.5
3,BATCH,NOW,-2.0,5.0,MUTE,0.0,3.0,BATCH,3.0,0.0,MUTE,-2.0,5.0,BATCH,-0.5,3.5
4,NOW,NOW,-1.0,5.0,MUTE,-1.0,5.0,BATCH,3.0,1.0,BATCH,-2.0,6.0,BATCH,-0.5,4.5
5,MUTE,NOW,-2.0,7.0,MUTE,0.0,5.0,MUTE,4.0,1.0,MUTE,-1.0,6.0,MUTE,0.5,4.5
6,NOW,NOW,-1.0,7.0,MUTE,-1.0,7.0,BATCH,4.0,2.0,BATCH,-1.0,7.0,BATCH,0.5,5.5
7,NOW,NOW,0.0,7.0,MUTE,-2.0,9.0,BATCH,4.0,3.0,MUTE,-2.0,9.0,MUTE,-0.5,7.5
8,MUTE,NOW,-1.0,9.0,MUTE,-1.0,9.0,MUTE,5.0,3.0,MUTE,-1.0,9.0,MUTE,0.5,7.5
9,BATCH,NOW,-1.5,10.5,MUTE,-1.5,10.5,MUTE,4.5,4.5,BATCH,0.0,9.0,NOW,0.0,9.0
10,BATCH,NOW,-2.0,12.0,MUTE,-2.0,12.0,MUTE,4.0,6.0,BATCH,1.0,9.0,BATCH,1.0,9.0
11,NOW,NOW,-1.0,12.0,MUTE,-3.0,14.0,BATCH,4.0,7.0,BATCH,1.0,10.0,BATCH,1.0,10.0
12,NOW,NOW,0.0,12.0,MUTE,-4.0,16.0,NOW,5.0,7.0,MUTE,0.0,12.0,MUTE,0.0,12.0
13,BATCH,NOW,-0.5,13.5,MUTE,-4.5,17.5,MUTE,4.5,8.5,BATCH,1.0,12.0,BATCH,1.0,12.0
14,BATCH,NOW,-1.0,15.0,MUTE,-5.0,19.0,BATCH,5.5,8.5,BATCH,2.0,12.0,BATCH,2.0,12.0
15,BATCH,NOW,-1.5,16.5,MUTE,-5.5,20.5,MUTE,5.0,10.0,BATCH,3.0,12.0,BATCH,3.0,12.0
16,BATCH,NOW,-2.0,18.0,MUTE,-6.0,22.0,MUTE,4.5,11.5,BATCH,4.0,12.0,BATCH,4.0,12.0
17,BATCH,NOW,-2.5,19.5,MUTE,-6.5,23.5,MUTE,4.0,13.0,BATCH,5.0,12.0,BATCH,5.0,12.0
18,BATCH,NOW,-3.0,21.0,MUTE,-7.0,25.0,MUTE,3.5,14.5,BATCH,6.0,12.0,BATCH,6.0,12.0
19,MUTE,NOW,-4.0,23.0,MUTE,-6.0,25.0,MUTE,4.5,14.5,BATCH,5.8,13.2,BATCH,5.8,13.2
20,BATCH,NOW,-4.5,24.5,MUTE,-6.5,26.5,MUTE,4.0,16.0,BATCH,6.8,13.2,BATCH,6.8,13.2
21,MUTE,NOW,-5.5,26.5,MUTE,-5.5,26.5,BATCH,3.8,17.2,BATCH,6.6,14.399999999999999,BATCH,6.6,14.399999999999999
22,BATCH,NOW,-6.0,28.0,MUTE,-6.0,28.0,BATCH,4.8,17.2,BATCH,7.6,14.399999999999999,BATCH,7.6,14.399999999999999
23,NOW,NOW,-5.0,28.0,MUTE,-7.0,30.0,BATCH,4.8,18.2,BATCH,7.6,15.399999999999999,BATCH,7.6,15.399999999999999
24,BATCH,NOW,-5.5,29.5,MUTE,-7.5,31.5,NOW,4.3,19.7,BATCH,8.6,15.399999999999999,BATCH,8.6,15.399999999999999
25,MUTE,NOW,-6.5,31.5,MUTE,-6.5,31.5,MUTE,5.3,19.7,BATCH,8.4,16.599999999999998,BATCH,8.4,16.599999999999998
26,BATCH,NOW,-7.0,33.0,MUTE,-7.0,33.0,MUTE,4.8,21.2,BATCH,9.4,16.599999999999998,BATCH,9.4,16.599999999999998
27,BATCH,NOW,-7.5,34.5,MUTE,-7.5,34.5,MUTE,4.3,22.7,BATCH,10.4,16.599999999999998,BATCH,10.4,16.599999999999998
28,BATCH,NOW,-8.0,36.0,MUTE,-8.0,36.0,NOW,3.8,24.2,NOW,9.9,18.099999999999998,NOW,9.9,18.099999999999998
29,MUTE,NOW,-9.0,38.0,MUTE,-7.0,36.0,MUTE,4.8,24.2,MUTE,10.9,18.099999999999998,MUTE,10.9,18.099999999999998
30,NOW,NOW,-8.0,38.0,MUTE,-8.0,38.0,BATCH,4.8,25.2,BATCH,10.9,19.099999999999998,BATCH,10.9,19.099999999999998
31,MUTE,NOW,-9.0,40.0,MUTE,-7.0,38.0,MUTE,5.8,25.2,MUTE,11.9,19.099999999999998,NOW,9.9,21.099999999999998
32,NOW,NOW,-8.0,40.0,MUTE,-8.0,40.0,NOW,6.8,25.2,BATCH,11.9,20.099999999999998,BATCH,9.9,22.099999999999998
33,NOW,NOW,-7.0,40.0,MUTE,-9.0,42.0,BATCH,6.8,26.2,BATCH,11.9,21.099999999999998,BATCH,9.9,23.099999999999998
34,MUTE,NOW,-8.0,42.0,MUTE,-8.0,42.0,MUTE,7.8,26.2,MUTE,12.9,21.099999999999998,BATCH,9.700000000000001,24.299999999999997
35,NOW,NOW,-7.0,42.0,MUTE,-9.0,44.0,BATCH,7.8,27.2,BATCH,12.9,22.099999999999998,BATCH,9.700000000000001,25.299999999999997
36,MUTE,NOW,-8.0,44.0,MUTE,-8.0,44.0,MUTE,8.8,27.2,BATCH,12.700000000000001,23.299999999999997,BATCH,9.500000000000002,26.499999999999996
37,MUTE,NOW,-9.0,46.0,MUTE,-7.0,44.0,MUTE,9.8,27.2,MUTE,13.700000000000001,23.299999999999997,MUTE,10.500000000000002,26.499999999999996
38,MUTE,NOW,-10.0,48.0,MUTE,-6.0,44.0,MUTE,10.8,27.2,BATCH,13.500000000000002,24.499999999999996,BATCH,10.300000000000002,27.699999999999996
39,BATCH,NOW,-10.5,49.5,MUTE,-6.5,45.5,MUTE,10.3,28.7,BATCH,14.500000000000002,24.499999999999996,MUTE,9.800000000000002,29.199999999999996
40,NOW,NOW,-9.5,49.5,MUTE,-7.5,47.5,BATCH,10.3,29.7,BATCH,14.500000000000002,25.499999999999996,BATCH,9.800000000000002,30.199999999999996
41,NOW,NOW,-8.5,49.5,MUTE,-8.5,49.5,NOW,11.3,29.7,MUTE,13.500000000000002,27.499999999999996,MUTE,8.800000000000002,32.199999999999996
42,NOW,NOW,-7.5,49.5,MUTE,-9.5,51.5,BATCH,11.3,30.7,NOW,14.500000000000002,27.499999999999996,NOW,9.800000000000002,32.199999999999996
43,NOW,NOW,-6.5,49.5,MUTE,-10.5,53.5,NOW,12.3,30.7,BATCH,14.500000000000002,28.499999999999996,BATCH,9.800000000000002,33.199999999999996
44,BATCH,NOW,-7.0,51.0,MUTE,-11.0,55.0,MUTE,11.8,32.2,BATCH,15.500000000000002,28.499999999999996,BATCH,10.800000000000002,33.199999999999996
45,BATCH,NOW,-7.5,52.5,MUTE,-11.5,56.5,MUTE,11.3,33.7,BATCH,16.5,28.499999999999996,BATCH,11.800000000000002,33.199999999999996
46,NOW,NOW,-6.5,52.5,MUTE,-12.5,58.5,BATCH,11.3,34.7,BATCH,16.5,29.499999999999996,NOW,12.800000000000002,33.199999999999996
47,NOW,NOW,-5.5,52.5,MUTE,-13.5,60.5,MUTE,10.3,36.7,MUTE,15.5,31.499999999999996,MUTE,11.800000000000002,35.199999999999996
48,NOW,NOW,-4.5,52.5,MUTE,-14.5,62.5,NOW,11.3,36.7,BATCH,15.5,32.5,NOW,12.800000000000002,35.199999999999996
49,NOW,NOW,-3.5,52.5,MUTE,-15.5,64.5,MUTE,10.3,38.7,BATCH,15.5,33.5,NOW,13.800000000000002,35.199999999999996
50,NOW,NOW,-2.5,52.5,MUTE,-16.5,66.5,MUTE,9.3,40.7,BATCH,15.5,34.5,BATCH,13.800000000000002,36.199999999999996
51,MUTE,NOW,-3.5,54.5,MUTE,-15.5,66.5,MUTE,10.3,40.7,MUTE,16.5,34.5,MUTE,14.800000000000002,36.199999999999996
52,NOW,NOW,-2.5,54.5,MUTE,-16.5,68.5,NOW,11.3,40.7,NOW,17.5,34.5,NOW,15.800000000000002,36.199999999999996
53,BATCH,NOW,-3.0,56.0,MUTE,-17.0,70.0,MUTE,10.8,42.2,BATCH,18.5,34.5,NOW,15.300000000000002,37.699999999999996
54,MUTE,NOW,-4.0,58.0,MUTE,-16.0,70.0,MUTE,11.8,42.2,MUTE,19.5,34.5,BATCH,15.100000000000003,38.9
55,MUTE,NOW,-5.0,60.0,MUTE,-15.0,70.0,MUTE,12.8,42.2,BATCH,19.3,35.7,BATCH,14.900000000000004,40.1
56,BATCH,NOW,-5.5,61.5,MUTE,-15.5,71.5,MUTE,12.3,43.7,BATCH,20.3,35.7,BATCH,15.900000000000004,40.1
57,BATCH,NOW,-6.0,63.0,MUTE,-16.0,73.0,MUTE,11.8,45.2,BATCH,21.3,35.7,BATCH,16.900000000000006,40.1
58,MUTE,NOW,-7.0,65.0,MUTE,-15.0,73.0,MUTE,12.8,45.2,NOW,20.3,37.7,NOW,15.900000000000006,42.1
59,NOW,NOW,-6.0,65.0,MUTE,-16.0,75.0,NOW,13.8,45.2,BATCH,20.3,38.7,BATCH,15.900000000000006,43.1
60,MUTE,NOW,-7.0,67.0,MUTE,-15.0,75.0,MUTE,14.8,45.2,MUTE,21.3,38.7,MUTE,16.900000000000006,43.1
61,MUTE,NOW,-8.0,69.0,MUTE,-14.0,75.0,MUTE,15.8,45.2,BATCH,21.1,39.900000000000006,BATCH,16.700000000000006,44.300000000000004
62,MUTE,NOW,-9.0,71.0,MUTE,-13.0,75.0,MUTE,16.8,45.2,MUTE,22.1,39.900000000000006,MUTE,17.700000000000006,44.300000000000004
63,BATCH,NOW,-9.5,72.5,MUTE,-13.5,76.5,BATCH,17.8,45.2,BATCH,23.1,39.900000000000006,BATCH,18.700000000000006,44.300000000000004
64,MUTE,NOW,-10.5,74.5,MUTE,-12.5,76.5,MUTE,18.8,45.2,NOW,22.1,41.900000000000006,NOW,17.700000000000006,46.300000000000004
65,MUTE,NOW,-11.5,76.5,MUTE,-11.5,76.5,MUTE,19.8,45.2,BATCH,21.900000000000002,43.10000000000001,MUTE,18.700000000000006,46.300000000000004
66,BATCH,NOW,-12.0,78.0,MUTE,-12.0,78.0,MUTE,19.3,46.7,MUTE,21.400000000000002,44.60000000000001,BATCH,19.700000000000006,46.300000000000004
67,NOW,NOW,-11.0,78.0,MUTE,-13.0,80.0,BATCH,19.3,47.7,NOW,22.400000000000002,44.60000000000001,NOW,20.700000000000006,46.300000000000004
68,NOW,NOW,-10.0,78.0,MUTE,-14.0,82.0,MUTE,18.3,49.7,BATCH,22.400000000000002,45.60000000000001,BATCH,20.700000000000006,47.300000000000004
69,MUTE,NOW,-11.0,80.0,MUTE,-13.0,82.0,MUTE,19.3,49.7,MUTE,23.400000000000002,45.60000000000001,MUTE,21.700000000000006,47.300000000000004
70,NOW,NOW,-10.0,80.0,MUTE,-14.0,84.0,BATCH,19.3,50.7,BATCH,23.400000000000002,46.60000000000001,NOW,22.700000000000006,47.300000000000004
71,BATCH,NOW,-10.5,81.5,MUTE,-14.5,85.5,MUTE,18.8,52.2,NOW,22.900000000000002,48.10000000000001,MUTE,22.200000000000006,48.800000000000004
72,BATCH,NOW,-11.0,83.0,MUTE,-15.0,87.0,MUTE,18.3,53.7,BATCH,23.900000000000002,48.10000000000001,BATCH,23.200000000000006,48.800000000000004
73,NOW,NOW,-10.0,83.0,MUTE,-16.0,89.0,BATCH,18.3,54.7,BATCH,23.900000000000002,49.10000000000001,NOW,24.200000000000006,48.800000000000004
74,MUTE,NOW,-11.0,85.0,MUTE,-15.0,89.0,MUTE,19.3,54.7,MUTE,24.900000000000002,49.10000000000001,MUTE,25.200000000000006,48.800000000000004
75,MUTE,NOW,-12.0,87.0,MUTE,-14.0,89.0,MUTE,20.3,54.7,MUTE,25.900000000000002,49.10000000000001,MUTE,26.200000000000006,48.800000000000004
76,MUTE,NOW,-13.0,89.0,MUTE,-13.0,89.0,MUTE,21.3,54.7,MUTE,26.900000000000002,49.10000000000001,MUTE,27.200000000000006,48.800000000000004
77,NOW,NOW,-12.0,89.0,MUTE,-14.0,91.0,NOW,22.3,54.7,NOW,27.900000000000002,49.10000000000001,NOW,28.200000000000006,48.800000000000004
78,MUTE,NOW,-13.0,91.0,MUTE,-13.0,91.0,MUTE,23.3,54.7,BATCH,27.700000000000003,50.30000000000001,BATCH,28.000000000000007,50.00000000000001
79,BATCH,NOW,-13.5,92.5,MUTE,-13.5,92.5,MUTE,22.8,56.2,BATCH,28.700000000000003,50.30000000000001,BATCH,29.000000000000007,50.00000000000001
80,NOW,NOW,-12.5,92.5,MUTE,-14.5,94.5,BATCH,22.8,57.2,NOW,29.700000000000003,50.30000000000001,NOW,30.000000000000007,50.00000000000001
81,MUTE,NOW,-13.5,94.5,MUTE,-13.5,94.5,MUTE,23.8,57.2,MUTE,30.700000000000003,50.30000000000001,MUTE,31.000000000000007,50.00000000000001
82,BATCH,NOW,-14.0,96.0,MUTE,-14.0,96.0,MUTE,23.3,58.7,MUTE,30.200000000000003,51.80000000000001,MUTE,30.500000000000007,51.50000000000001
83,BATCH,NOW,-14.5,97.5,MUTE,-14.5,97.5,MUTE,22.8,60.2,BATCH,31.200000000000003,51.80000000000001,NOW,30.000000000000007,53.00000000000001
84,BATCH,NOW,-15.0,99.0,MUTE,-15.0,99.0,MUTE,22.3,61.7,MUTE,30.700000000000003,53.30000000000001,MUTE,29.500000000000007,54.50000000000001
85,MUTE,NOW,-16.0,101.0,MUTE,-14.0,99.0,MUTE,23.3,61.7,MUTE,31.700000000000003,53.30000000000001,MUTE,30.500000000000007,54.50000000000001
86,NOW,NOW,-15.0,101.0,MUTE,-15.0,101.0,BATCH,23.3,62.7,BATCH,31.700000000000003,54.30000000000001,MUTE,29.500000000000007,56.50000000000001
87,NOW,NOW,-14.0,101.0,MUTE,-16.0,103.0,BATCH,23.3,63.7,BATCH,31.700000000000003,55.30000000000001,BATCH,29.500000000000007,57.50000000000001
88,BATCH,NOW,-14.5,102.5,MUTE,-16.5,104.5,MUTE,22.8,65.2,BATCH,32.7,55.30000000000001,BATCH,30.500000000000007,57.50000000000001
89,NOW,NOW,-13.5,102.5,MUTE,-17.5,106.5,BATCH,22.8,66.2,NOW,33.7,55.30000000000001,NOW,31.500000000000007,57.50000000000001
90,BATCH,NOW,-14.0,104.0,MUTE,-18.0,108.0,BATCH,23.8,66.2,NOW,33.2,56.80000000000001,NOW,31.000000000000007,59.00000000000001
91,NOW,NOW,-13.0,104.0,MUTE,-19.0,110.0,BATCH,23.8,67.2,NOW,34.2,56.80000000000001,NOW,32.00000000000001,59.00000000000001
92,BATCH,NOW,-13.5,105.5,MUTE,-19.5,111.5,BATCH,24.8,67.2,NOW,33.7,58.30000000000001,NOW,31.500000000000007,60.50000000000001
93,BATCH,NOW,-14.0,107.0,MUTE,-20.0,113.0,BATCH,25.8,67.2,BATCH,34.7,58.30000000000001,BATCH,32.50000000000001,60.50000000000001
94,MUTE,NOW,-15.0,109.0,MUTE,-19.0,113.0,MUTE,26.8,67.2,BATCH,34.5,59.500000000000014,NOW,31.500000000000007,62.50000000000001
95,NOW,NOW,-14.0,109.0,MUTE,-20.0,115.0,MUTE,25.8,69.2,BATCH,34.5,60.500000000000014,BATCH,31.500000000000007,63.50000000000001
96,NOW,NOW,-13.0,109.0,MUTE,-21.0,117.0,BATCH,25.8,70.2,BATCH,34.5,61.500000000000014,NOW,32.50000000000001,63.50000000000001
97,BATCH,NOW,-13.5,110.5,MUTE,-21.5,118.5,BATCH,26.8,70.2,BATCH,35.5,61.500000000000014,BATCH,33.50000000000001,63.50000000000001
98,NOW,NOW,-12.5,110.5,MUTE,-22.5,120.5,BATCH,26.8,71.2,MUTE,34.5,63.500000000000014,MUTE,32.50000000000001,65.5
99,BATCH,NOW,-13.0,112.0,MUTE,-23.0,122.0,MUTE,26.3,72.7,BATCH,35.5,63.500000000000014,BATCH,33.50000000000001,65.5
100,MUTE,NOW,-14.0,114.0,MUTE,-22.0,122.0,MUTE,27.3,72.7,BATCH,35.3,64.70000000000002,BATCH,33.300000000000004,66.7
101,BATCH,NOW,-14.5,115.5,MUTE,-22.5,123.5,BATCH,28.3,72.7,BATCH,36.3,64.70000000000002,BATCH,34.300000000000004,66.7
102,NOW,NOW,-13.5,115.5,MUTE,-23.5,125.5,BATCH,28.3,73.7,BATCH,36.3,65.70000000000002,BATCH,34.300000000000004,67.7
103,MUTE,NOW,-14.5,117.5,MUTE,-22.5,125.5,MUTE,29.3,73.7,BATCH,36.099999999999994,66.90000000000002,BATCH,34.1,68.9
104,BATCH,NOW,-15.0,119.0,MUTE,-23.0,127.0,MUTE,28.8,75.2,BATCH,37.099999999999994,66.90000000000002,BATCH,35.1,68.9
105,BATCH,NOW,-15.5,120.5,MUTE,-23.5,128.5,MUTE,28.3,76.7,BATCH,38.099999999999994,66.90000000000002,BATCH,36.1,68.9
106,MUTE,NOW,-16.5,122.5,MUTE,-22.5,128.5,MUTE,29.3,76.7,MUTE,39.099999999999994,66.90000000000002,MUTE,37.1,68.9
107,BATCH,NOW,-17.0,124.0,MUTE,-23.0,130.0,BATCH,30.3,76.7,BATCH,40.099999999999994,66.90000000000002,BATCH,38.1,68.9
108,NOW,NOW,-16.0,124.0,MUTE,-24.0,132.0,BATCH,30.3,77.7,NOW,41.099999999999994,66.90000000000002,NOW,39.1,68.9
109,NOW,NOW,-15.0,124.0,MUTE,-25.0,134.0,BATCH,30.3,78.7,NOW,42.099999999999994,66.90000000000002,NOW,40.1,68.9
110,BATCH,NOW,-15.5,125.5,MUTE,-25.5,135.5,MUTE,29.8,80.2,BATCH,43.099999999999994,66.90000000000002,BATCH,41.1,68.9
111,MUTE,NOW,-16.5,127.5,MUTE,-24.5,135.5,MUTE,30.8,80.2,MUTE,44.099999999999994,66.90000000000002,MUTE,42.1,68.9
112,MUTE,NOW,-17.5,129.5,MUTE,-23.5,135.5,MUTE,31.8,80.2,MUTE,45.099999999999994,66.90000000000002,MUTE,43.1,68.9
113,NOW,NOW,-16.5,129.5,MUTE,-24.5,137.5,BATCH,31.8,81.2,BATCH,45.099999999999994,67.90000000000002,NOW,44.1,68.9
114,NOW,NOW,-15.5,129.5,MUTE,-25.5,139.5,BATCH,31.8,82.2,NOW,46.099999999999994,67.90000000000002,NOW,45.1,68.9
115,NOW,NOW,-14.5,129.5,MUTE,-26.5,141.5,BATCH,31.8,83.2,BATCH,46.099999999999994,68.90000000000002,NOW,46.1,68.9
116,MUTE,NOW,-15.5,131.5,MUTE,-25.5,141.5,MUTE,32.8,83.2,BATCH,45.89999999999999,70.10000000000002,MUTE,47.1,68.9
117,MUTE,NOW,-16.5,133.5,MUTE,-24.5,141.5,MUTE,33.8,83.2,MUTE,46.89999999999999,70.10000000000002,MUTE,48.1,68.9
118,BATCH,NOW,-17.0,135.0,MUTE,-25.0,143.0,NOW,33.3,84.7,NOW,46.39999999999999,71.60000000000002,NOW,47.6,70.4
119,BATCH,NOW,-17.5,136.5,MUTE,-25.5,144.5,MUTE,32.8,86.2,BATCH,47.39999999999999,71.60000000000002,BATCH,48.6,70.4
120,BATCH,NOW,-18.0,138.0,MUTE,-26.0,146.0,MUTE,32.3,87.7,BATCH,48.39999999999999,71.60000000000002,BATCH,49.6,70.4
121,BATCH,NOW,-18.5,139.5,MUTE,-26.5,147.5,MUTE,31.799999999999997,89.2,BATCH,49.39999999999999,71.60000000000002,BATCH,50.6,70.4
122,MUTE,NOW,-19.5,141.5,MUTE,-25.5,147.5,MUTE,32.8,89.2,MUTE,50.39999999999999,71.60000000000002,MUTE,51.6,70.4
123,NOW,NOW,-18.5,141.5,MUTE,-26.5,149.5,NOW,33.8,89.2,NOW,51.39999999999999,71.60000000000002,NOW,52.6,70.4
124,MUTE,NOW,-19.5,143.5,MUTE,-25.5,149.5,MUTE,34.8,89.2,BATCH,51.19999999999999,72.80000000000003,BATCH,52.4,71.60000000000001
125,MUTE,NOW,-20.5,145.5,MUTE,-24.5,149.5,MUTE,35.8,89.2,MUTE,52.19999999999999,72.80000000000003,MUTE,53.4,71.60000000000001
126,NOW,NOW,-19.5,145.5,MUTE,-25.5,151.5,MUTE,34.8,91.2,NOW,53.19999999999999,72.80000000000003,NOW,54.4,71.60000000000001
127,NOW,NOW,-18.5,145.5,MUTE,-26.5,153.5,BATCH,34.8,92.2,BATCH,53.19999999999999,73.80000000000003,NOW,55.4,71.60000000000001
128,BATCH,NOW,-19.0,147.0,MUTE,-27.0,155.0,MUTE,34.3,93.7,BATCH,54.19999999999999,73.80000000000003,BATCH,56.4,71.60000000000001
129,NOW,NOW,-18.0,147.0,MUTE,-28.0,157.0,NOW,35.3,93.7,BATCH,54.19999999999999,74.80000000000003,BATCH,56.4,72.60000000000001
130,NOW,NOW,-17.0,147.0,MUTE,-29.0,159.0,NOW,36.3,93.7,NOW,55.19999999999999,74.80000000000003,NOW,57.4,72.60000000000001
131,NOW,NOW,-16.0,147.0,MUTE,-30.0,161.0,MUTE,35.3,95.7,BATCH,55.19999999999999,75.80000000000003,BATCH,57.4,73.60000000000001
132,MUTE,NOW,-17.0,149.0,MUTE,-29.0,161.0,MUTE,36.3,95.7,MUTE,56.19999999999999,75.80000000000003,MUTE,58.4,73.60000000000001
133,NOW,NOW,-16.0,149.0,MUTE,-30.0,163.0,BATCH,36.3,96.7,NOW,57.19999999999999,75.80000000000003,NOW,59.4,73.60000000000001
134,MUTE,NOW,-17.0,151.0,MUTE,-29.0,163.0,MUTE,37.3,96.7,MUTE,58.19999999999999,75.80000000000003,MUTE,60.4,73.60000000000001
135,NOW,NOW,-16.0,151.0,MUTE,-30.0,165.0,BATCH,37.3,97.7,NOW,59.19999999999999,75.80000000000003,NOW,61.4,73.60000000000001
136,MUTE,NOW,-17.0,153.0,MUTE,-29.0,165.0,MUTE,38.3,97.7,MUTE,60.19999999999999,75.80000000000003,MUTE,62.4,73.60000000000001
137,NOW,NOW,-16.0,153.0,MUTE,-30.0,167.0,BATCH,38.3,98.7,NOW,61.19999999999999,75.80000000000003,NOW,63.4,73.60000000000001
138,MUTE,NOW,-17.0,155.0,MUTE,-29.0,167.0,MUTE,39.3,98.7,MUTE,62.19999999999999,75.80000000000003,MUTE,64.4,73.60000000000001
139,BATCH,NOW,-17.5,156.5,MUTE,-29.5,168.5,MUTE,38.8,100.2,BATCH,63.19999999999999,75.80000000000003,BATCH,65.4,73.60000000000001
140,NOW,NOW,-16.5,156.5,MUTE,-30.5,170.5,BATCH,38.8,101.2,NOW,64.19999999999999,75.80000000000003,NOW,66.4,73.60000000000001
141,MUTE,NOW,-17.5,158.5,MUTE,-29.5,170.5,MUTE,39.8,101.2,MUTE,65.19999999999999,75.80000000000003,MUTE,67.4,73.60000000000001
142,NOW,NOW,-16.5,158.5,MUTE,-30.5,172.5,NOW,40.8,101.2,NOW,66.19999999999999,75.80000000000003,NOW,68.4,73.60000000000001
143,MUTE,NOW,-17.5,160.5,MUTE,-29.5,172.5,MUTE,41.8,101.2,MUTE,67.19999999999999,75.80000000000003,MUTE,69.4,73.60000000000001
144,MUTE,NOW,-18.5,162.5,MUTE,-28.5,172.5,MUTE,42.8,101.2,BATCH,66.99999999999999,77.00000000000003,BATCH,69.2,74.80000000000001
145,BATCH,NOW,-19.0,164.0,MUTE,-29.0,174.0,BATCH,43.8,101.2,BATCH,67.99999999999999,77.00000000000003,NOW,68.7,76.30000000000001
146,NOW,NOW,-18.0,164.0,MUTE,-30.0,176.0,BATCH,43.8,102.2,BATCH,67.99999999999999,78.00000000000003,NOW,69.7,76.30000000000001
147,BATCH,NOW,-18.5,165.5,MUTE,-30.5,177.5,MUTE,43.3,103.7,BATCH,68.99999999999999,78.00000000000003,BATCH,70.7,76.30000000000001
148,MUTE,NOW,-19.5,167.5,MUTE,-29.5,177.5,MUTE,44.3,103.7,MUTE,69.99999999999999,78.00000000000003,MUTE,71.7,76.30000000000001
149,BATCH,NOW,-20.0,169.0,MUTE,-30.0,179.0,MUTE,43.8,105.2,MUTE,69.49999999999999,79.50000000000003,MUTE,71.2,77.80000000000001
150,BATCH,NOW,-20.5,170.5,MUTE,-30.5,180.5,BATCH,44.8,105.2,NOW,68.99999999999999,81.00000000000003,NOW,70.7,79.30000000000001
151,NOW,NOW,-19.5,170.5,MUTE,-31.5,182.5,MUTE,43.8,107.2,NOW,69.99999999999999,81.00000000000003,NOW,71.7,79.30000000000001
152,NOW,NOW,-18.5,170.5,MUTE,-32.5,184.5,BATCH,43.8,108.2,NOW,70.99999999999999,81.00000000000003,NOW,72.7,79.30000000000001
153,NOW,NOW,-17.5,170.5,MUTE,-33.5,186.5,BATCH,43.8,109.2,BATCH,70.99999999999999,82.00000000000003,NOW,73.7,79.30000000000001
154,MUTE,NOW,-18.5,172.5,MUTE,-32.5,186.5,MUTE,44.8,109.2,MUTE,71.99999999999999,82.00000000000003,MUTE,74.7,79.30000000000001
155,BATCH,NOW,-19.0,174.0,MUTE,-33.0,188.0,BATCH,45.8,109.2,NOW,71.49999999999999,83.50000000000003,NOW,74.2,80.80000000000001
156,BATCH,NOW,-19.5,175.5,MUTE,-33.5,189.5,MUTE,45.3,110.7,BATCH,72.49999999999999,83.50000000000003,NOW,73.7,82.30000000000001
157,BATCH,NOW,-20.0,177.0,MUTE,-34.0,191.0,MUTE,44.8,112.2,BATCH,73.49999999999999,83.50000000000003,MUTE,73.2,83.80000000000001
158,NOW,NOW,-19.0,177.0,MUTE,-35.0,193.0,MUTE,43.8,114.2,NOW,74.49999999999999,83.50000000000003,NOW,74.2,83.80000000000001
159,MUTE,NOW,-20.0,179.0,MUTE,-34.0,193.0,MUTE,44.8,114.2,BATCH,74.29999999999998,84.70000000000003,BATCH,74.0,85.00000000000001
160,MUTE,NOW,-21.0,181.0,MUTE,-33.0,193.0,MUTE,45.8,114.2,BATCH,74.09999999999998,85.90000000000003,BATCH,73.8,86.20000000000002
161,MUTE,NOW,-22.0,183.0,MUTE,-32.0,193.0,MUTE,46.8,114.2,MUTE,75.09999999999998,85.90000000000003,MUTE,74.8,86.20000000000002
162,NOW,NOW,-21.0,183.0,MUTE,-33.0,195.0,BATCH,46.8,115.2,BATCH,75.09999999999998,86.90000000000003,NOW,75.8,86.20000000000002
163,NOW,NOW,-20.0,183.0,MUTE,-34.0,197.0,NOW,47.8,115.2,NOW,76.09999999999998,86.90000000000003,NOW,76.8,86.20000000000002
164,NOW,NOW,-19.0,183.0,MUTE,-35.0,199.0,BATCH,47.8,116.2,NOW,77.09999999999998,86.90000000000003,NOW,77.8,86.20000000000002
165,MUTE,NOW,-20.0,185.0,MUTE,-34.0,199.0,BATCH,47.599999999999994,117.4,BATCH,76.89999999999998,88.10000000000004,MUTE,78.8,86.20000000000002
166,NOW,NOW,-19.0,185.0,MUTE,-35.0,201.0,NOW,48.599999999999994,117.4,NOW,77.89999999999998,88.10000000000004,NOW,79.8,86.20000000000002
167,NOW,NOW,-18.0,185.0,MUTE,-36.0,203.0,BATCH,48.599999999999994,118.4,NOW,78.89999999999998,88.10000000000004,BATCH,79.8,87.20000000000002
168,MUTE,NOW,-19.0,187.0,MUTE,-35.0,203.0,MUTE,49.599999999999994,118.4,NOW,77.89999999999998,90.10000000000004,MUTE,80.8,87.20000000000002
